MOVIES,IMDB-RATING,NUMBER OF LIKES,NUMBER OF DOWNLOADS,IMDb Link,720p torrent,1080p torrent
Air Doll (2009),6.9,7,"38,784",https://www.imdb.com/title/tt1371630/,https://yts.am/torrent/download/E52D5498255D44941A50672471BB4D0ABA868B27,https://yts.am/torrent/download/53A27145EA12AD71C447690A7451550468EAE046
,,,,,,
Ethos (2011),7.6,11,"33,936",https://www.imdb.com/title/tt1707818/,https://yts.am/torrent/download/C33DE1D8BF02E2A3AE4B86BD214088E6EA4E5BC6,https://yts.am/torrent/download/B356BFF12FED428A0583414C66E03F9D7B751B92
,,,,,,
The Catcher Was a Spy (2018),6.1,26,"1,51,298",https://www.imdb.com/title/tt4602066/,https://yts.am/torrent/download/50117E9ED916354F76041509DD435684CEB2B35D,https://yts.am/torrent/download/3DBEBF798E056322CE76F6D925C53BCC4A670F01
,,,,,,
LUV (2012),6,6,"42,925",https://www.imdb.com/title/tt1907707/,https://yts.am/torrent/download/5109A2E263D4E07DC9316C2F814938E3FC57B688,https://yts.am/torrent/download/95DC2F8C381F2F71B29656E95C8E0638E86E8F36
,,,,,,
Tau (2018),5.7,40,"2,12,100",https://www.imdb.com/title/tt4357394/,https://yts.am/torrent/download/654AC0192DD3B5DBE7C8328B9FFBAAEBC0828ADA,https://yts.am/torrent/download/6D5B3AF48FBBCA260542AA61BC48A653159450B7
,,,,,,
Shelter (2014),6.5,11,"29,593",https://www.imdb.com/title/tt3136112/,https://yts.am/torrent/download/7F84FCBE5816F3E97A70098A61D74CA4935FD302,https://yts.am/torrent/download/1FC9E507BB0C3442F6984E5156CF923A1AE69800
,,,,,,
Calibre (2018),6.7,42,"1,82,810",https://www.imdb.com/title/tt6218358/,https://yts.am/torrent/download/6283F033E230B0F0C3805752B621C482C1FB0A88,https://yts.am/torrent/download/820A534996B2F9775C1BC87EA6E8880B16B2A10F
,,,,,,
Naked Among Wolves (2015),7.2,11,"62,216",https://www.imdb.com/title/tt3822818/,https://yts.am/torrent/download/0A6C1AD4AFBC7371CDF3A62950D61F8BBD211C60,https://yts.am/torrent/download/2CBEEFA7CE61AE9059D9479737B6994D1A46214E
,,,,,,
The Bookshop (2017),6.5,14,"74,538",https://www.imdb.com/title/tt3127022/,https://yts.am/torrent/download/83719A00523726C3D52CF93179D2E0AB7C91F45F,https://yts.am/torrent/download/A75E737726BF7431B762084975AB42F3C86FC5F1
,,,,,,
Mary Magdalene (2018),5.8,38,"2,16,645",https://www.imdb.com/title/tt5360996/,https://yts.am/torrent/download/48E0D7F48E69A6248E7E5D42956B79DD972E9959,https://yts.am/torrent/download/90719EC188D6BF734C6276C1E39C5F6432800541
,,,,,,
Beowulf (2007),6.2,318,"2,13,962",https://www.imdb.com/title/tt0442933/,https://yts.am/torrent/download/D919A9C1E5BE8AF602C3E1F4BB83F06F277435BC,https://yts.am/torrent/download/1D1368CD68B9EAF0428662270A735CB0BFFDE8D6
,,,,,,
The Virgin Spring (1960),8.1,20,"36,259",https://www.imdb.com/title/tt0053976/,https://yts.am/torrent/download/DC2EA371DC08A7C7E90F554CC6629D7528C60196,https://yts.am/torrent/download/6A5BD68B786991D7C7EB5D4C2E5E35387E0A2C9A
,,,,,,
Season of the Witch (1972),5.5,4,"14,645",https://www.imdb.com/title/tt0069239/,https://yts.am/torrent/download/094BA84AECD8121538D7E8D460F8137C526D1FD2,https://yts.am/torrent/download/5D133EDFEF322A46538D9CFCC815E7684483C2CF
,,,,,,
Freaky Friday (1976),6.3,6,"25,957",https://www.imdb.com/title/tt0076054/,https://yts.am/torrent/download/A03DCB80DC94460AC15ABDBA01CADC6D04CB077C,https://yts.am/torrent/download/06FFF99339580572A295AD43C5710A261AFF9498
,,,,,,
The Woman in the Window (1944),7.8,4,"17,776",https://www.imdb.com/title/tt0037469/,https://yts.am/torrent/download/A6983FB577E2ED7A274F5965D2BB7EB5F79F0ECB,https://yts.am/torrent/download/236E67585172EE7C04A3EB660D7B3B0208DE9D6A
,,,,,,
Mighty Joe Young (1998),5.6,15,"56,257",https://www.imdb.com/title/tt0120751/,https://yts.am/torrent/download/AB5CFD06C6B2EE9434CDE6E21FB198F6E30DE852,https://yts.am/torrent/download/0C3A52C163A63492ABBBDE3AA9B636966A52638A
,,,,,,
The Things We've Seen (2017),5.1,4,"22,927",https://www.imdb.com/title/tt4907976/,https://yts.am/torrent/download/DE3794AB6AEA45496CCEF021CE1F1E4EE30AC904,https://yts.am/torrent/download/610035229D16CDA62AD177E3C4974BF6B4D6EE30
,,,,,,
A Quiet Place (2018),7.6,472,"18,45,472",https://www.imdb.com/title/tt6644200/,https://yts.am/torrent/download/330515EA425F142E5D82617000B85326AD00CFC1,https://yts.am/torrent/download/783E3243D91944E11BDDB84512B14994AF6D17B8
,,,,,,
The Nude Vampire (1970),5.5,11,"24,341",https://www.imdb.com/title/tt0065168/,https://yts.am/torrent/download/EE451A174433E372F8E668782AEFF5537DE45330,https://yts.am/torrent/download/F110CDA00B4B49AC9460A3362C33E62A211E235B
,,,,,,
The Great White Hype (1996),5.4,5,"22,826",https://www.imdb.com/title/tt0116448/,https://yts.am/torrent/download/A2A7687B74C3A191967F3349C10E9D4ED3F29333,https://yts.am/torrent/download/3F2B25D7BB8A66BABD048DA5E9C806D8194C0D18
,,,,,,
The Banishment (2007),7.7,11,"28,886",https://www.imdb.com/title/tt0488905/,https://yts.am/torrent/download/B582F473187C20AEAADE6B18FE1232E68C1C8CD0,https://yts.am/torrent/download/316786851D50235F2F9A76CF892CC29FB8B195AC
,,,,,,
From What Is Before (2014),7.8,11,"32,825",https://www.imdb.com/title/tt3303310/,https://yts.am/torrent/download/CD142622B209FCB6DDDEA2D0344FD5A4376A4384,https://yts.am/torrent/download/7DA9C35FDA891CBE3A1D96A6E7B639E511377E17
,,,,,,
Martial Law II: Undercover (1991),5.3,5,"19,897",https://www.imdb.com/title/tt0104823/,https://yts.am/torrent/download/FACF12054AFA4C3A351A0D9CCBC55D68FAA8A569,https://yts.am/torrent/download/18811AFECA935A88914BD0A842B9753635E8A48B
,,,,,,
Let the Sunshine In (2017),6,9,"41,713",https://www.imdb.com/title/tt6423776/,https://yts.am/torrent/download/FC1BB6967B9A3826AB4F3A6CB28B777179557738,https://yts.am/torrent/download/8A314421F08C2C2CA80E5D37D1478EE721939A7B
,,,,,,
The Strange Ones (2017),5,6,"30,805",https://www.imdb.com/title/tt6014904/,https://yts.am/torrent/download/A43291C046CDD52CC6BB12AC097D7AA7B71FD32F,https://yts.am/torrent/download/7B0D9B64D167F50F9B67232879A1ADEF2A24ADD0
,,,,,,
Female Trouble (1974),7.3,3,"18,281",https://www.imdb.com/title/tt0072979/,https://yts.am/torrent/download/23EB4BD861109707680638D49EF9FEE1CAE501D4,https://yts.am/torrent/download/122049A229517DBA5578F8FE809B41A31A6F1CE3
,,,,,,
The One and Only (1978),5.8,3,"13,736",https://www.imdb.com/title/tt0078034/,https://yts.am/torrent/download/0735BAF60EC1C407557884F5C17F13C62EDAD7C2,https://yts.am/torrent/download/06E6157E554DFD36157D3FBC30951C35AE67B316
,,,,,,
Bowling for Columbine (2002),8,23,"1,33,017",https://www.imdb.com/title/tt0310793/,https://yts.am/torrent/download/78EE01D5235C64C0BA3CBBE63693F9100712A734,https://yts.am/torrent/download/8432F7F6234E8B7951B2B58B53F1DEE18A09F3BC
,,,,,,
Nobody Runs Forever (1968),6,1,"13,938",https://www.imdb.com/title/tt0063067/,https://yts.am/torrent/download/E9C993B558EC1FE6C5BDFE2CD2BFEF711861F2D2,https://yts.am/torrent/download/F44C8698881A8BBA48EC7E7941E13221A7B49097
,,,,,,
Terminal (2018),5.3,79,"5,66,812",https://www.imdb.com/title/tt4463816/,https://yts.am/torrent/download/5FCC8AF83F61F3B8501A2422DE3555DE31FD3DDC,https://yts.am/torrent/download/86BEDB682CB3540C3A71F2BC913540C9BA64DC87
,,,,,,
The Miracles of the Namiya General Store (2017),6.8,10,"38,683",https://www.imdb.com/title/tt6298600/,https://yts.am/torrent/download/A2FF39333180C7FCE4718EA3B8A7423AD35ABA23,https://yts.am/torrent/download/3C2A6B6D29FB6ADCD976A61097959AF2531E4655
,,,,,,
Shot (2017),5.2,6,"38,582",https://www.imdb.com/title/tt4323568/,https://yts.am/torrent/download/709F360411983B977C1C2A802BBC35DCF6E2427A,https://yts.am/torrent/download/04D982D28FE273BF4A7293EF801E8ACDCB3F54CF
,,,,,,
Finding Your Feet (2017),6.6,10,"79,184",https://www.imdb.com/title/tt4538916/,https://yts.am/torrent/download/57AB30FD6921411AB3A6CE6EF94823A91F577F42,https://yts.am/torrent/download/FCAA944CA8C492CBC540CAC362381D2D2C3060DF
,,,,,,
King of Hearts (1966),7.5,4,"16,362",https://www.imdb.com/title/tt0060908/,https://yts.am/torrent/download/C8BADE9A5BF788997678F79DC58D520A7CE7100F,https://yts.am/torrent/download/96822A8702635F044774DB78F09AF3874A4EFF39
,,,,,,
Gringo: The Dangerous Life of John McAfee (2016),6.7,6,"68,882",https://www.imdb.com/title/tt6071534/,https://yts.am/torrent/download/5522C9432A61685E1BA46B3AC9E762BF3F8A56E8,https://yts.am/torrent/download/7492EA2CC31A5C6CD3A482A92FB4B0761563F9E2
,,,,,,
Beirut (2018),6.5,61,"4,56,621",https://www.imdb.com/title/tt4669264/,https://yts.am/torrent/download/C7448425DDA405D33BE0F53947C4F6B4451BC613,https://yts.am/torrent/download/F2EB60E72914E98028E28DD1FF57DDA6982FFECB
,,,,,,
Sweet Country (2017),6.9,20,"1,24,331",https://www.imdb.com/title/tt6958212/,https://yts.am/torrent/download/BD819FBF1D165A42BECDB485EE1F8812ED4F81DB,https://yts.am/torrent/download/08B91A3A678B7B2C7D68F67955E00F2E90345B26
,,,,,,
7 Days in Entebbe (2018),5.8,32,"2,84,719",https://www.imdb.com/title/tt5466186/,https://yts.am/torrent/download/7253AE4C643E9EF02D15E25673F4361D1B4DD505,https://yts.am/torrent/download/9C468DD9464BED3C4887237E9C94582FE4CE40C7
,,,,,,
Sleeping Dogs (1977),6.5,3,"24,846",https://www.imdb.com/title/tt0076725/,https://yts.am/torrent/download/34C682C9244F87C7AD7C13B42902F92FDC40784C,https://yts.am/torrent/download/222A4B836B77BFC01F65F60A30FA0A7F6CFE6088
,,,,,,
Sister Act 2: Back in the Habit (1993),5.5,102,"1,20,856",https://www.imdb.com/title/tt0108147/,https://yts.am/torrent/download/5E2D03DC942EDF79DCAA53F759A3E58A02C4496D,https://yts.am/torrent/download/76606C6819E5DD8223B5094AA1EFC7FDD106F07D
,,,,,,
Look Back in Anger (1959),7.2,2,"21,311",https://www.imdb.com/title/tt0051879/,https://yts.am/torrent/download/0124840F84534AE337ECCB55ED3309CAEF58D0F0,https://yts.am/torrent/download/E7F8AC98D71C8A31E8D9A18CCAC28EAC039CE4F1
,,,,,,
Sister Act (1992),6.3,151,"1,34,899",https://www.imdb.com/title/tt0105417/,https://yts.am/torrent/download/01375768F757A936F08005F66399A1371C301E3A,https://yts.am/torrent/download/5572182559D4D308831C2521596CF5E7E9D08E87
,,,,,,
Ninja bugeicho momochi sandayu (1980),6.3,5,"28,179",https://www.imdb.com/title/tt0084674/,https://yts.am/torrent/download/911CF1E5D6BC0F4EE57BB3BEDA9B9BA656C31173,https://yts.am/torrent/download/6E75710CA71EFA1EC79AE050128D2E906ABC3A9C
,,,,,,
The Wizard (1989),6,10,"35,754",https://www.imdb.com/title/tt0098663/,https://yts.am/torrent/download/ABD26EC1C07800FCE36E9D8C9E1059900D01AE7F,https://yts.am/torrent/download/3EDC666DF7F4353BDBD664FBF5CCC7C34E3D73A4
,,,,,,
Night of the Seagulls (1975),5.9,3,"21,311",https://www.imdb.com/title/tt0073461/,https://yts.am/torrent/download/CC9C27F076BC4E8F01DD2C69D622B9A922D08F3C,https://yts.am/torrent/download/2580A4B57C98CA0F610152989CA8CC6DB6116E69
,,,,,,
Texas Heart (2016),6.1,4,"42,117",https://www.imdb.com/title/tt3392740/,https://yts.am/torrent/download/B119A6E34252A810FC6BD6AA72FA11FA0E499CBA,https://yts.am/torrent/download/E1DC05B66415D2C024DB9098E9AF45E96BB074A6
,,,,,,
Junebug (2005),7,5,"41,107",https://www.imdb.com/title/tt0418773/,https://yts.am/torrent/download/2EDA21C82D00E3AEFFFDBD8D469AC1DB77E23423,https://yts.am/torrent/download/8D5A36A0DD553AB51B4A6EEA8F3A7A489BEB8005
,,,,,,
Posse from Hell (1961),6.7,0,"21,210",https://www.imdb.com/title/tt0055318/,https://yts.am/torrent/download/7A5B53C1984A1D9C5BC7C87AD763C0A06AAF6E57,https://yts.am/torrent/download/010E1D79F056D65F815395D7F01C7C504FF30C8D
,,,,,,
In Too Deep (1999),6.2,5,"24,240",https://www.imdb.com/title/tt0160401/,https://yts.am/torrent/download/21DF517BE7745E89D461C5A807F9310DE2AD0670,https://yts.am/torrent/download/335F20AA7349546899F566181812DA02A461390B
,,,,,,
Dark River (2017),5.7,13,"1,44,228",https://www.imdb.com/title/tt5700176/,https://yts.am/torrent/download/9F40C3192448EF1A994FC4C0762EA73B17BB7498,https://yts.am/torrent/download/5762E4B76DF290CF19502B32209D3E09065F9F4B
,,,,,,
Heathers (1988),7.3,26,"25,553",https://www.imdb.com/title/tt0097493/,https://yts.am/torrent/download/D55DA56F6FAB3455D2111716168994638D753FFB,https://yts.am/torrent/download/8B4DFCFA1DFC46B00BB004ED685D6DCD76D6C208
,,,,,,
Model Shop (1969),6.6,1,"21,614",https://www.imdb.com/title/tt0064679/,https://yts.am/torrent/download/37E8BD578EC1609316FA2ACAF07BFB00A339348C,https://yts.am/torrent/download/83F952390CFFCE60EDF863F7B55570A1AED6FB77
,,,,,,
Blue Denim (1959),6.7,2,"19,897",https://www.imdb.com/title/tt0052639/,https://yts.am/torrent/download/489B9F35DC047097824969D1FA8889807176034C,https://yts.am/torrent/download/0BE57A7B40EFCDE9FBB83D1AF6314EADB60A3193
,,,,,,
Spy (2015),7,82,"2,04,424",https://www.imdb.com/title/tt3079380/,https://yts.am/torrent/download/302A1A1F45C54479CE098FF8A7D1A54DDF3C4A6D,https://yts.am/torrent/download/2A210983F89C48822FA82421F31B4D8D55F5C20D
,,,,,,
Clambake (1967),5.5,2,"23,735",https://www.imdb.com/title/tt0061489/,https://yts.am/torrent/download/7690BD77F6F79AA8400C3593DD366F93903ACE15,https://yts.am/torrent/download/23AE4DCE14E759F2B6FEC50AFB407F1B208569E6
,,,,,,
Antiporno (2016),6.4,20,"1,09,989",https://www.imdb.com/title/tt5973032/,https://yts.am/torrent/download/4706E3CBD51BDC8732EE5491814509DCCC53B0EA,https://yts.am/torrent/download/A84873E67FC37F897ED279C829271E8D79F4A6B6
,,,,,,
The Delinquent Season (2017),6.3,14,"57,166",https://www.imdb.com/title/tt6164762/,https://yts.am/torrent/download/F22AC61F7982AEF37D548652918F0A413435207E,https://yts.am/torrent/download/E7ACA8FDF399BCCDCC81A986A275FE8F57E53A0A
,,,,,,
The Ornithologist (2016),6.4,7,"28,078",https://www.imdb.com/title/tt4929038/,https://yts.am/torrent/download/D9A679A43BC5307FD7276F2D08D8A9ED490C5B9E,https://yts.am/torrent/download/BA92031DE69B02E46F73FF6E316E98622784A11B
,,,,,,
The River (1984),6.3,6,"23,937",https://www.imdb.com/title/tt0088007/,https://yts.am/torrent/download/360833869D1082DFFDF89601DD6DE5F4DD9CB703,https://yts.am/torrent/download/035C0C1B7CC2F84B41136E8BBBE8A74F61B9F04F
,,,,,,
The Northlander (2016),5.3,9,"92,718",https://www.imdb.com/title/tt5059782/,https://yts.am/torrent/download/7C6304849A690E479CBCFEAA8D72967B8B6BD404,https://yts.am/torrent/download/55D1D179BEB42F170A71EC383DAE3F5D5B65D94B
,,,,,,
Human Flow (2017),6.9,23,"1,85,133",https://www.imdb.com/title/tt6573444/,https://yts.am/torrent/download/9AC430B74BB56801944AB7B384EF8093FE3747A2,https://yts.am/torrent/download/FCEEE7904ED1B91A7BCD23756D995C7AB1B412C5
,,,,,,
Tad the Lost Explorer and the Secret of King Midas (2017),6.1,42,"1,91,799",https://www.imdb.com/title/tt3896102/,https://yts.am/torrent/download/2A87E61EC51E888B9EEE4A1959B94E00D49C74EA,https://yts.am/torrent/download/8E9BD1CFD6ED9C8DDA467A4DED50A60C1B4DC32B
,,,,,,
Storm Children: Book One (2014),6.6,7,"28,179",https://www.imdb.com/title/tt4049956/,https://yts.am/torrent/download/75CCFF9F1F52C8873AA2ED902510C152A277D988,https://yts.am/torrent/download/6C7C4288E7C6DF6E8E2A47A1F866F62D4FA8A853
,,,,,,
It Had to Be You (2015),5.4,8,"32,724",https://www.imdb.com/title/tt4414438/,https://yts.am/torrent/download/755AE9CBFB99910934CC4E4F0DBF379491DB8B73,https://yts.am/torrent/download/3D83A14226855CE5A24469F4AE79F3DD8673CBD2
,,,,,,
Sunny Side (2017),6.5,2,"24,240",https://www.imdb.com/title/tt7279180/,https://yts.am/torrent/download/C7386275734E0382B0B26608F013BC3E17A66463,https://yts.am/torrent/download/F7749135651EA5FF1578A84C55BE79AB63E9AC36
,,,,,,
The Stolen Princess: Ruslan and Ludmila (2018),6.3,65,"5,22,069",https://www.imdb.com/title/tt5378092/,https://yts.am/torrent/download/11300B58886693141879DB553B52677321FBB3E2,https://yts.am/torrent/download/5BB42716CF996AB02E77FF0A9E33129B09E122AE
,,,,,,
The Lodgers (2017),5.1,111,"1,49,177",https://www.imdb.com/title/tt4399952/,https://yts.am/torrent/download/6E76273D102A2CE419CF609F0F9A6D49BECA8299,https://yts.am/torrent/download/4623870C0B2F0202604698BB14F7640C182F1300
,,,,,,
Please Stand By (2017),6.7,33,"1,37,360",https://www.imdb.com/title/tt4652650/,https://yts.am/torrent/download/FCBC1551A6482F310D46DC13A01238C07FB8BFD6,https://yts.am/torrent/download/A799AF044527F6946A20CF127F40091D60E161B6
,,,,,,
The Insult (2017),7.7,30,"80,194",https://www.imdb.com/title/tt7048622/,https://yts.am/torrent/download/1932AA0DBFC17C566FEC101644E2922D8FE58831,https://yts.am/torrent/download/47279A5A4635EEB11D0378B57AB228B94472B246
,,,,,,
Spinning Man (2018),5.6,59,"3,15,120",https://www.imdb.com/title/tt5616294/,https://yts.am/torrent/download/3D575C4053D0A6B4C6CD3AA9448ACC8C93447682,https://yts.am/torrent/download/D39477AF21B91FFB52992935FAC93A4DAC2636B4
,,,,,,
Killer Photo (2015),5.2,3,"55,449",https://www.imdb.com/title/tt3877092/,https://yts.am/torrent/download/4225991EEE125EA1BF6A934CD0720DECC30E49C8,https://yts.am/torrent/download/B42D88767A96C6F95883E888A2FF3B6D32B863BC
,,,,,,
Vigil (1984),6.9,4,"22,422",https://www.imdb.com/title/tt0088355/,https://yts.am/torrent/download/DE85072682C4803361146DDE2C92AF1D69F610A7,https://yts.am/torrent/download/24957E391D03C344F876B35729C2A897787CAEBE
,,,,,,
The Crash (2017),4.2,5,"35,350",https://www.imdb.com/title/tt3297382/,https://yts.am/torrent/download/A423C5C902C3072D08A47154520ABAFB56E0986F,https://yts.am/torrent/download/43F03FFD5BFE3C926CC7A48F6C60E5D02EB8C359
,,,,,,
Surprised by Love (2015),6.7,7,"49,086",https://www.imdb.com/title/tt4016588/,https://yts.am/torrent/download/2F321DF4B18DC8525D6E53F22D66049D03E86F99,https://yts.am/torrent/download/E2A71259398B094891345698B0041891C97785AF
,,,,,,
Surprised by Love (2015),6.7,7,"49,086",https://www.imdb.com/title/tt4016588/,https://yts.am/torrent/download/2F321DF4B18DC8525D6E53F22D66049D03E86F99,https://yts.am/torrent/download/E2A71259398B094891345698B0041891C97785AF
,,,,,,
Building Jerusalem (2015),7.4,0,"35,956",https://www.imdb.com/title/tt5000724/,https://yts.am/torrent/download/492C97928BCC0BF12BE42F18050E4C7BD2F83AD3,https://yts.am/torrent/download/F1FF69F2177950091BC3E47B1810C10D34C765D3
,,,,,,
Sundays at Tiffany's (2010),6.7,6,"30,805",https://www.imdb.com/title/tt1743360/,https://yts.am/torrent/download/293198206FF068BF7F4C27D12977CA2CD15B9A07,https://yts.am/torrent/download/94B410DFECD3B7933B3445ACAE24A2A9480D8F8F
,,,,,,
The Three Musketeers (1993),6.4,21,"73,730",https://www.imdb.com/title/tt0108333/,https://yts.am/torrent/download/C969470AD01E3C43C3791444623663F545189C3C,https://yts.am/torrent/download/A5487C374453F918ACDB1383047B6B50EA17E2D4
,,,,,,
Summer of Dreams (2016),6.2,2,"20,907",https://www.imdb.com/title/tt6008686/,https://yts.am/torrent/download/EEBA0FEC30C69B7083F040C549FD0A89EE62D09C,https://yts.am/torrent/download/AF582B8D95147AF991B21E96131DA5C36ED94862
,,,,,,
Thank You for Smoking (2005),7.6,132,"1,35,882",https://www.imdb.com/title/tt0427944/,https://yts.am/torrent/download/E5E265B2B82A4187C40BB7DE757441966810A925,https://yts.am/torrent/download/F3BA54F319E470BA4CDFA25762EC2BC3439131FC
,,,,,,
Space Station 76 (2014),4.9,5,"54,035",https://www.imdb.com/title/tt2369317/,https://yts.am/torrent/download/AC44032BFFBBFDD6D9058D6DBF456E8602E009E0,https://yts.am/torrent/download/3B22267648D1139536E5D9C9E26ACA2C96538473
,,,,,,
Point of Entry (2007),5.1,4,"17,574",https://www.imdb.com/title/tt1034405/,https://yts.am/torrent/download/5A1EF875F3E5CA74437B55B68E1EB68EC092DC69,https://yts.am/torrent/download/5BCDA3AB3C95B49D2DA4B221794224EFE1B966D4
,,,,,,
Nightmare Nurse (2016),5,7,"41,410",https://www.imdb.com/title/tt5176442/,https://yts.am/torrent/download/3875A953A1DA11F0B5E7FCEF232D0988EB49BC8C,https://yts.am/torrent/download/CB8816782943DFA25E0CACC75C4AB0E4E0D5BDF1
,,,,,,
Mommy's Secret (2016),4.2,7,"44,238",https://www.imdb.com/title/tt6343988/,https://yts.am/torrent/download/CC72874130CD418A68817F3EDE83784BB2D28289,https://yts.am/torrent/download/17AE6CCDAA9665EFB12EFE957186AFAE9D7F20BC
,,,,,,
My Life as a Dead Girl (2015),6.1,4,"43,935",https://www.imdb.com/title/tt3683072/,https://yts.am/torrent/download/841788AC19085174E784E4C26FD7912532AC4431,https://yts.am/torrent/download/A7C8886FE343164466087B1AD37E321F4F1FF8A8
,,,,,,
Lake Placid vs. Anaconda (2015),3.3,10,"30,098",https://www.imdb.com/title/tt4497416/,https://yts.am/torrent/download/B4F743E60853DE07B1B0801CCFB2CF2ABBBCB7E3,https://yts.am/torrent/download/08BE1D1CCE6651C386FA7A181F6166D61366B146
,,,,,,
Killing Daddy (2014),6,5,"46,056",https://www.imdb.com/title/tt3368814/,https://yts.am/torrent/download/289A48B5906C46D9D66B5791D2777F40D715EF61,https://yts.am/torrent/download/563A3CB6E4F35778E253A0BBC0A3E25D671BBA33
,,,,,,
Chairman of the Board (1998),2.4,1,"15,251",https://www.imdb.com/title/tt0118836/,https://yts.am/torrent/download/6ECBDF30D2A58D4F3C7F041A2DBA9AE6A9484DF5,https://yts.am/torrent/download/6ED88ADF48F364DCE832F4074CB644EB1094137C
,,,,,,
Blockers (2018),6.2,144,"16,10,243",https://www.imdb.com/title/tt2531344/,https://yts.am/torrent/download/570EF5AD18C62199B11FB43E6E637F88289FC975,https://yts.am/torrent/download/2D39AA41992DE94159D8EE7AC1DA7C660E3F4848
